date,rainfall_mm,county
2023-12-30,9.0,Homa Bay
2023-12-31,27.7,Homa Bay
2024-01-01,0.6,Homa Bay
2024-01-02,0.8,Homa Bay
2024-01-03,5.5,Homa Bay
2024-01-04,0.0,Homa Bay
2024-01-05,2.6,Homa Bay
2024-01-06,0.0,Homa Bay
2024-01-07,1.2,Homa Bay
2024-01-08,1.1,Homa Bay
2024-01-09,5.7,Homa Bay
2024-01-10,1.1,Homa Bay
2024-01-11,4.4,Homa Bay
2024-01-12,8.4,Homa Bay
2024-01-13,1.7,Homa Bay
2024-01-14,2.2,Homa Bay
2024-01-15,2.0,Homa Bay
2024-01-16,0.3,Homa Bay
2024-01-17,0.6,Homa Bay
2024-01-18,5.9,Homa Bay
2024-01-19,0.0,Homa Bay
2024-01-20,1.9,Homa Bay
2024-01-21,0.6,Homa Bay
2024-01-22,8.1,Homa Bay
2024-01-23,1.7,Homa Bay
2024-01-24,1.7,Homa Bay
2024-01-25,0.0,Homa Bay
2024-01-26,0.8,Homa Bay
2024-01-27,1.2,Homa Bay
2024-01-28,0.2,Homa Bay
2024-01-29,0.2,Homa Bay
2024-01-30,0.1,Homa Bay
2024-01-31,0.2,Homa Bay
2024-02-01,0.2,Homa Bay
2024-02-02,0.4,Homa Bay
2024-02-03,2.9,Homa Bay
2024-02-04,0.0,Homa Bay
2024-02-05,1.3,Homa Bay
2024-02-06,0.0,Homa Bay
2024-02-07,0.2,Homa Bay
2024-02-08,0.1,Homa Bay
2024-02-09,1.0,Homa Bay
2024-02-10,12.3,Homa Bay
2024-02-11,5.1,Homa Bay
2024-02-12,0.3,Homa Bay
2024-02-13,0.3,Homa Bay
2024-02-14,0.3,Homa Bay
2024-02-15,1.1,Homa Bay
2024-02-16,0.1,Homa Bay
2024-02-17,0.0,Homa Bay
2024-02-18,7.1,Homa Bay
2024-02-19,0.1,Homa Bay
2024-02-20,0.1,Homa Bay
2024-02-21,0.0,Homa Bay
2024-02-22,0.0,Homa Bay
2024-02-23,0.0,Homa Bay
2024-02-24,1.8,Homa Bay
2024-02-25,0.0,Homa Bay
2024-02-26,0.9,Homa Bay
2024-02-27,5.2,Homa Bay
2024-02-28,1.7,Homa Bay
2024-02-29,1.3,Homa Bay
2024-03-01,0.1,Homa Bay
2024-03-02,0.0,Homa Bay
2024-03-03,3.8,Homa Bay
2024-03-04,1.1,Homa Bay
2024-03-05,2.8,Homa Bay
2024-03-06,0.8,Homa Bay
2024-03-07,0.2,Homa Bay
2024-03-08,0.0,Homa Bay
2024-03-09,1.3,Homa Bay
2024-03-10,0.0,Homa Bay
2024-03-11,0.1,Homa Bay
2024-03-12,0.0,Homa Bay
2024-03-13,0.0,Homa Bay
2024-03-14,0.0,Homa Bay
2024-03-15,0.0,Homa Bay
2024-03-16,0.0,Homa Bay
2024-03-17,0.0,Homa Bay
2024-03-18,0.0,Homa Bay
2024-03-19,0.0,Homa Bay
2024-03-20,0.0,Homa Bay
2024-03-21,0.0,Homa Bay
2024-03-22,0.0,Homa Bay
2024-03-23,0.1,Homa Bay
2024-03-24,4.1,Homa Bay
2024-03-25,1.4,Homa Bay
2024-03-26,5.1,Homa Bay
2024-03-27,10.9,Homa Bay
2024-03-28,8.5,Homa Bay
2024-03-29,0.5,Homa Bay
2024-03-30,4.6,Homa Bay
2024-03-31,5.9,Homa Bay
2024-04-01,4.6,Homa Bay
2024-04-02,20.8,Homa Bay
2024-04-03,13.2,Homa Bay
2024-04-04,0.2,Homa Bay
2024-04-05,1.4,Homa Bay
2024-04-06,9.4,Homa Bay
2024-04-07,11.8,Homa Bay
2024-04-08,10.3,Homa Bay
2024-04-09,5.0,Homa Bay
2024-04-10,0.4,Homa Bay
2024-04-11,1.7,Homa Bay
2024-04-12,1.0,Homa Bay
2024-04-13,8.9,Homa Bay
2024-04-14,2.7,Homa Bay
2024-04-15,2.5,Homa Bay
2024-04-16,0.4,Homa Bay
2024-04-17,0.0,Homa Bay
2024-04-18,1.1,Homa Bay
2024-04-19,5.7,Homa Bay
2024-04-20,5.2,Homa Bay
2024-04-21,16.6,Homa Bay
2024-04-22,15.0,Homa Bay
2024-04-23,7.4,Homa Bay
2024-04-24,10.7,Homa Bay
2024-04-25,8.8,Homa Bay
2024-04-26,1.8,Homa Bay
2024-04-27,0.0,Homa Bay
2024-04-28,6.7,Homa Bay
2024-04-29,3.3,Homa Bay
2024-04-30,1.8,Homa Bay
2024-05-01,5.2,Homa Bay
2024-05-02,9.0,Homa Bay
2024-05-03,5.4,Homa Bay
2024-05-04,2.3,Homa Bay
2024-05-05,0.1,Homa Bay
2024-05-06,0.0,Homa Bay
2024-05-07,8.2,Homa Bay
2024-05-08,6.1,Homa Bay
2024-05-09,19.8,Homa Bay
2024-05-10,3.0,Homa Bay
2024-05-11,0.6,Homa Bay
2024-05-12,0.2,Homa Bay
2024-05-13,0.0,Homa Bay
2024-05-14,0.7,Homa Bay
2024-05-15,1.2,Homa Bay
2024-05-16,0.6,Homa Bay
2024-05-17,1.1,Homa Bay
2024-05-18,3.1,Homa Bay
2024-05-19,0.4,Homa Bay
2024-05-20,7.5,Homa Bay
2024-05-21,1.1,Homa Bay
2024-05-22,4.6,Homa Bay
2024-05-23,6.8,Homa Bay
2024-05-24,0.7,Homa Bay
2024-05-25,0.1,Homa Bay
2024-05-26,0.3,Homa Bay
2024-05-27,0.1,Homa Bay
2024-05-28,0.0,Homa Bay
2024-05-29,0.5,Homa Bay
2024-05-30,0.0,Homa Bay
2024-05-31,0.1,Homa Bay
2024-06-01,0.9,Homa Bay
2024-06-02,0.0,Homa Bay
2024-06-03,0.4,Homa Bay
2024-06-04,6.4,Homa Bay
2024-06-05,0.1,Homa Bay
2024-06-06,0.7,Homa Bay
2024-06-07,0.5,Homa Bay
2024-06-08,9.2,Homa Bay
2024-06-09,16.2,Homa Bay
2024-06-10,1.6,Homa Bay
2024-06-11,7.3,Homa Bay
2024-06-12,0.4,Homa Bay
2024-06-13,0.0,Homa Bay
2024-06-14,0.2,Homa Bay
2024-06-15,0.2,Homa Bay
2024-06-16,1.1,Homa Bay
2024-06-17,8.2,Homa Bay
2024-06-18,0.0,Homa Bay
2024-06-19,0.1,Homa Bay
2024-06-20,0.0,Homa Bay
2024-06-21,0.4,Homa Bay
2024-06-22,0.0,Homa Bay
2024-06-23,0.3,Homa Bay
2024-06-24,0.0,Homa Bay
2024-06-25,0.0,Homa Bay
2024-06-26,0.0,Homa Bay
2024-06-27,0.6,Homa Bay
2024-06-28,0.2,Homa Bay
2024-06-29,0.1,Homa Bay
2024-06-30,0.0,Homa Bay
2024-07-01,0.0,Homa Bay
2024-07-02,0.0,Homa Bay
2024-07-03,0.0,Homa Bay
2024-07-04,0.0,Homa Bay
2024-07-05,0.2,Homa Bay
2024-07-06,1.2,Homa Bay
2024-07-07,0.3,Homa Bay
2024-07-08,2.4,Homa Bay
2024-07-09,0.0,Homa Bay
2024-07-10,0.5,Homa Bay
2024-07-11,9.8,Homa Bay
2024-07-12,1.0,Homa Bay
2024-07-13,0.0,Homa Bay
2024-07-14,0.0,Homa Bay
2024-07-15,0.0,Homa Bay
2024-07-16,0.8,Homa Bay
2024-07-17,1.5,Homa Bay
2024-07-18,0.4,Homa Bay
2024-07-19,0.5,Homa Bay
2024-07-20,3.6,Homa Bay
2024-07-21,0.5,Homa Bay
2024-07-22,14.0,Homa Bay
2024-07-23,0.0,Homa Bay
2024-07-24,0.6,Homa Bay
2024-07-25,0.0,Homa Bay
2024-07-26,1.1,Homa Bay
2024-07-27,1.4,Homa Bay
2024-07-28,0.7,Homa Bay
2024-07-29,8.1,Homa Bay
2024-07-30,0.5,Homa Bay
2024-07-31,0.0,Homa Bay
2024-08-01,4.5,Homa Bay
2024-08-02,12.9,Homa Bay
2024-08-03,0.6,Homa Bay
2024-08-04,0.0,Homa Bay
2024-08-05,1.6,Homa Bay
2024-08-06,0.2,Homa Bay
2024-08-07,0.0,Homa Bay
2024-08-08,6.3,Homa Bay
2024-08-09,0.8,Homa Bay
2024-08-10,7.8,Homa Bay
2024-08-11,0.0,Homa Bay
2024-08-12,0.9,Homa Bay
2024-08-13,0.0,Homa Bay
2024-08-14,0.0,Homa Bay
2024-08-15,6.9,Homa Bay
2024-08-16,4.6,Homa Bay
2024-08-17,0.1,Homa Bay
2024-08-18,0.5,Homa Bay
2024-08-19,0.0,Homa Bay
2024-08-20,0.2,Homa Bay
2024-08-21,0.2,Homa Bay
2024-08-22,0.9,Homa Bay
2024-08-23,0.3,Homa Bay
2024-08-24,0.0,Homa Bay
2024-08-25,7.5,Homa Bay
2024-08-26,0.2,Homa Bay
2024-08-27,0.0,Homa Bay
2024-08-28,0.5,Homa Bay
2024-08-29,0.1,Homa Bay
2024-08-30,0.2,Homa Bay
2024-08-31,0.0,Homa Bay
2024-09-01,0.4,Homa Bay
2024-09-02,0.5,Homa Bay
2024-09-03,6.9,Homa Bay
2024-09-04,4.1,Homa Bay
2024-09-05,1.4,Homa Bay
2024-09-06,0.1,Homa Bay
2024-09-07,0.0,Homa Bay
2024-09-08,0.1,Homa Bay
2024-09-09,0.4,Homa Bay
2024-09-10,0.0,Homa Bay
2024-09-11,0.1,Homa Bay
2024-09-12,0.1,Homa Bay
2024-09-13,0.0,Homa Bay
2024-09-14,0.0,Homa Bay
2024-09-15,0.0,Homa Bay
2024-09-16,2.8,Homa Bay
2024-09-17,2.5,Homa Bay
2024-09-18,0.0,Homa Bay
2024-09-19,1.7,Homa Bay
2024-09-20,8.7,Homa Bay
2024-09-21,0.5,Homa Bay
2024-09-22,1.0,Homa Bay
2024-09-23,0.5,Homa Bay
2024-09-24,4.0,Homa Bay
2024-09-25,0.9,Homa Bay
2024-09-26,4.6,Homa Bay
2024-09-27,0.1,Homa Bay
2024-09-28,0.5,Homa Bay
2024-09-29,11.6,Homa Bay
2024-09-30,16.0,Homa Bay
2024-10-01,1.5,Homa Bay
2024-10-02,0.5,Homa Bay
2024-10-03,0.2,Homa Bay
2024-10-04,0.0,Homa Bay
2024-10-05,0.0,Homa Bay
2024-10-06,2.7,Homa Bay
2024-10-07,0.1,Homa Bay
2024-10-08,4.5,Homa Bay
2024-10-09,3.7,Homa Bay
2024-10-10,3.6,Homa Bay
2024-10-11,0.2,Homa Bay
2024-10-12,0.1,Homa Bay
2024-10-13,1.1,Homa Bay
2024-10-14,0.9,Homa Bay
2024-10-15,0.1,Homa Bay
2024-10-16,5.6,Homa Bay
2024-10-17,3.1,Homa Bay
2024-10-18,5.4,Homa Bay
2024-10-19,7.8,Homa Bay
2024-10-20,5.4,Homa Bay
2024-10-21,9.0,Homa Bay
2024-10-22,1.2,Homa Bay
2024-10-23,4.8,Homa Bay
2024-10-24,4.6,Homa Bay
2024-10-25,0.3,Homa Bay
2024-10-26,0.4,Homa Bay
2024-10-27,3.4,Homa Bay
2024-10-28,7.7,Homa Bay
2024-10-29,0.0,Homa Bay
2024-10-30,0.1,Homa Bay
2024-10-31,0.0,Homa Bay
2024-11-01,9.1,Homa Bay
2024-11-02,0.0,Homa Bay
2024-11-03,0.1,Homa Bay
2024-11-04,5.5,Homa Bay
2024-11-05,14.9,Homa Bay
2024-11-06,16.1,Homa Bay
2024-11-07,10.1,Homa Bay
2024-11-08,0.8,Homa Bay
2024-11-09,0.0,Homa Bay
2024-11-10,1.4,Homa Bay
2024-11-11,10.5,Homa Bay
2024-11-12,1.5,Homa Bay
2024-11-13,0.5,Homa Bay
2024-11-14,1.7,Homa Bay
2024-11-15,6.4,Homa Bay
2024-11-16,5.3,Homa Bay
2024-11-17,0.5,Homa Bay
2024-11-18,0.0,Homa Bay
2024-11-19,2.4,Homa Bay
2024-11-20,8.7,Homa Bay
2024-11-21,32.8,Homa Bay
2024-11-22,8.3,Homa Bay
2024-11-23,8.1,Homa Bay
2024-11-24,16.5,Homa Bay
2024-11-25,7.0,Homa Bay
2024-11-26,10.0,Homa Bay
2024-11-27,32.3,Homa Bay
2024-11-28,25.0,Homa Bay
2024-11-29,10.2,Homa Bay
2024-11-30,0.3,Homa Bay
2024-12-01,3.5,Homa Bay
2024-12-02,2.9,Homa Bay
2024-12-03,1.2,Homa Bay
2024-12-04,0.0,Homa Bay
2024-12-05,0.0,Homa Bay
2024-12-06,0.2,Homa Bay
2024-12-07,0.1,Homa Bay
2024-12-08,0.0,Homa Bay
2024-12-09,0.1,Homa Bay
2024-12-10,0.2,Homa Bay
2024-12-11,0.0,Homa Bay
2024-12-12,0.4,Homa Bay
2024-12-13,0.5,Homa Bay
2024-12-14,0.0,Homa Bay
2024-12-15,3.1,Homa Bay
2024-12-16,1.0,Homa Bay
2024-12-17,0.2,Homa Bay
2024-12-18,0.5,Homa Bay
2024-12-19,2.0,Homa Bay
2024-12-20,0.0,Homa Bay
2024-12-21,6.5,Homa Bay
2024-12-22,0.8,Homa Bay
2024-12-23,4.1,Homa Bay
2024-12-24,6.3,Homa Bay
2024-12-25,12.8,Homa Bay
2024-12-26,1.3,Homa Bay
2024-12-27,0.0,Homa Bay
2024-12-28,0.0,Homa Bay
2024-12-29,0.0,Homa Bay
2024-12-30,0.0,Homa Bay
2024-12-31,0.4,Homa Bay
2025-01-01,0.0,Homa Bay
2025-01-02,0.0,Homa Bay
2025-01-03,0.0,Homa Bay
2025-01-04,0.0,Homa Bay
2025-01-05,0.0,Homa Bay
2025-01-06,0.0,Homa Bay
2025-01-07,0.9,Homa Bay
2025-01-08,0.7,Homa Bay
2025-01-09,1.0,Homa Bay
2025-01-10,3.9,Homa Bay
2025-01-11,0.2,Homa Bay
2025-01-12,2.7,Homa Bay
2025-01-13,0.0,Homa Bay
2025-01-14,0.0,Homa Bay
2025-01-15,0.0,Homa Bay
2025-01-16,0.0,Homa Bay
2025-01-17,0.0,Homa Bay
2025-01-18,0.0,Homa Bay
2025-01-19,0.0,Homa Bay
2025-01-20,0.0,Homa Bay
2025-01-21,0.1,Homa Bay
2025-01-22,0.3,Homa Bay
2025-01-23,0.7,Homa Bay
2025-01-24,0.0,Homa Bay
2025-01-25,23.4,Homa Bay
2025-01-26,0.1,Homa Bay
2025-01-27,0.3,Homa Bay
2025-01-28,0.6,Homa Bay
2025-01-29,0.2,Homa Bay
2025-01-30,6.6,Homa Bay
2025-01-31,9.2,Homa Bay
2025-02-01,2.4,Homa Bay
2025-02-02,1.4,Homa Bay
2025-02-03,0.0,Homa Bay
2025-02-04,0.0,Homa Bay
2025-02-05,0.0,Homa Bay
2025-02-06,0.0,Homa Bay
2025-02-07,0.0,Homa Bay
2025-02-08,0.3,Homa Bay
2025-02-09,9.0,Homa Bay
2025-02-10,0.0,Homa Bay
2025-02-11,0.0,Homa Bay
2025-02-12,0.0,Homa Bay
2025-02-13,0.1,Homa Bay
2025-02-14,0.0,Homa Bay
2025-02-15,1.0,Homa Bay
2025-02-16,0.0,Homa Bay
2025-02-17,0.0,Homa Bay
2025-02-18,0.0,Homa Bay
2025-02-19,0.0,Homa Bay
2025-02-20,0.0,Homa Bay
2025-02-21,0.0,Homa Bay
2025-02-22,0.0,Homa Bay
2025-02-23,0.0,Homa Bay
2025-02-24,0.0,Homa Bay
2025-02-25,0.0,Homa Bay
2025-02-26,0.0,Homa Bay
2025-02-27,0.0,Homa Bay
2025-02-28,0.0,Homa Bay
2025-03-01,0.0,Homa Bay
2025-03-02,0.0,Homa Bay
2025-03-03,0.0,Homa Bay
2025-03-04,0.0,Homa Bay
2025-03-05,0.0,Homa Bay
2025-03-06,0.0,Homa Bay
2025-03-07,0.0,Homa Bay
2025-03-08,0.4,Homa Bay
2025-03-09,23.0,Homa Bay
2025-03-10,1.9,Homa Bay
2025-03-11,0.1,Homa Bay
2025-03-12,2.0,Homa Bay
2025-03-13,0.3,Homa Bay
2025-03-14,0.3,Homa Bay
2025-03-15,1.4,Homa Bay
2025-03-16,0.6,Homa Bay
2025-03-17,3.6,Homa Bay
2025-03-18,1.5,Homa Bay
2025-03-19,6.4,Homa Bay
2025-03-20,32.6,Homa Bay
2025-03-21,0.3,Homa Bay
2025-03-22,1.0,Homa Bay
2025-03-23,0.0,Homa Bay
2025-03-24,11.0,Homa Bay
2025-03-25,0.2,Homa Bay
2025-03-26,12.1,Homa Bay
2025-03-27,2.1,Homa Bay
2025-03-28,37.0,Homa Bay
2025-03-29,16.4,Homa Bay
2025-03-30,3.4,Homa Bay
2025-03-31,1.0,Homa Bay
2025-04-01,12.0,Homa Bay
2025-04-02,0.0,Homa Bay
2025-04-03,0.2,Homa Bay
2025-04-04,3.2,Homa Bay
2025-04-05,2.7,Homa Bay
2025-04-06,2.3,Homa Bay
2025-04-07,17.8,Homa Bay
2025-04-08,2.2,Homa Bay
2025-04-09,0.1,Homa Bay
2025-04-10,0.5,Homa Bay
2025-04-11,4.6,Homa Bay
2025-04-12,17.7,Homa Bay
2025-04-13,34.9,Homa Bay
2025-04-14,10.3,Homa Bay
2025-04-15,1.6,Homa Bay
2025-04-16,9.6,Homa Bay
2025-04-17,1.0,Homa Bay
2025-04-18,1.2,Homa Bay
2025-04-19,18.3,Homa Bay
2025-04-20,13.4,Homa Bay
2025-04-21,2.1,Homa Bay
2025-04-22,3.5,Homa Bay
2025-04-23,4.7,Homa Bay
2025-04-24,1.0,Homa Bay
2025-04-25,1.1,Homa Bay
2025-04-26,0.0,Homa Bay
2025-04-27,0.0,Homa Bay
2025-04-28,0.0,Homa Bay
2025-04-29,3.8,Homa Bay
2025-04-30,11.6,Homa Bay
2025-05-01,0.0,Homa Bay
2025-05-02,9.1,Homa Bay
2025-05-03,12.1,Homa Bay
2025-05-04,23.5,Homa Bay
2025-05-05,10.3,Homa Bay
2025-05-06,6.1,Homa Bay
2025-05-07,11.6,Homa Bay
2025-05-08,34.9,Homa Bay
2025-05-09,1.3,Homa Bay
2025-05-10,1.7,Homa Bay
2025-05-11,0.4,Homa Bay
2025-05-12,2.2,Homa Bay
2025-05-13,2.1,Homa Bay
2025-05-14,4.7,Homa Bay
2025-05-15,0.4,Homa Bay
2025-05-16,2.9,Homa Bay
2025-05-17,0.0,Homa Bay
2025-05-18,0.0,Homa Bay
2025-05-19,5.5,Homa Bay
2025-05-20,0.8,Homa Bay
2025-05-21,4.6,Homa Bay
2025-05-22,5.9,Homa Bay
2025-05-23,1.1,Homa Bay
2025-05-24,0.5,Homa Bay
2025-05-25,3.5,Homa Bay
2025-05-26,1.0,Homa Bay
2025-05-27,1.0,Homa Bay
2025-05-28,0.0,Homa Bay
2025-05-29,6.6,Homa Bay
2025-05-30,4.6,Homa Bay
2025-05-31,0.5,Homa Bay
2025-06-01,0.2,Homa Bay
2025-06-02,7.1,Homa Bay
2025-06-03,1.9,Homa Bay
2025-06-04,1.3,Homa Bay
2025-06-05,1.1,Homa Bay
2025-06-06,2.3,Homa Bay
2025-06-07,6.4,Homa Bay
2025-06-08,0.2,Homa Bay
2025-06-09,1.0,Homa Bay
2025-06-10,0.1,Homa Bay
2025-06-11,0.1,Homa Bay
2025-06-12,0.0,Homa Bay
2025-06-13,2.3,Homa Bay
2025-06-14,0.2,Homa Bay
2025-06-15,1.2,Homa Bay
2025-06-16,1.8,Homa Bay
2025-06-17,0.0,Homa Bay
2025-06-18,2.8,Homa Bay
2025-06-19,10.2,Homa Bay
2025-06-20,6.1,Homa Bay
2025-06-21,0.3,Homa Bay
2025-06-22,1.0,Homa Bay
2025-06-23,0.1,Homa Bay
2025-06-24,1.4,Homa Bay
2025-06-25,0.1,Homa Bay
2025-06-26,0.1,Homa Bay
2025-06-27,0.2,Homa Bay
2025-06-28,0.6,Homa Bay
2025-06-29,3.0,Homa Bay
2025-06-30,0.1,Homa Bay
2025-07-01,3.7,Homa Bay
2025-07-02,2.6,Homa Bay
2025-07-03,2.0,Homa Bay
2025-07-04,0.1,Homa Bay
2025-07-05,9.1,Homa Bay
2025-07-06,0.8,Homa Bay
2025-07-07,4.1,Homa Bay
2025-07-08,0.6,Homa Bay
2025-07-09,7.6,Homa Bay
2025-07-10,2.6,Homa Bay
2025-07-11,1.0,Homa Bay
2025-07-12,1.8,Homa Bay
2025-07-13,1.1,Homa Bay
2025-07-14,8.2,Homa Bay
2025-07-15,2.5,Homa Bay
2025-07-16,6.9,Homa Bay
2025-07-17,7.2,Homa Bay
2025-07-18,3.4,Homa Bay
2025-07-19,1.0,Homa Bay
2025-07-20,1.3,Homa Bay
2025-07-21,0.0,Homa Bay
2025-07-22,4.3,Homa Bay
2025-07-23,1.3,Homa Bay
2025-07-24,0.3,Homa Bay
2025-07-25,0.2,Homa Bay
2025-07-26,0.0,Homa Bay
2025-07-27,0.3,Homa Bay
2025-07-28,0.1,Homa Bay
2025-07-29,0.2,Homa Bay
2025-07-30,0.2,Homa Bay
2025-07-31,0.0,Homa Bay
2025-08-01,0.0,Homa Bay
2025-08-02,0.2,Homa Bay
2025-08-03,0.4,Homa Bay
2025-08-04,0.6,Homa Bay
2025-08-05,0.0,Homa Bay
2025-08-06,0.0,Homa Bay
2025-08-07,1.4,Homa Bay
2025-08-08,2.7,Homa Bay
2025-08-09,0.6,Homa Bay
2025-08-10,1.4,Homa Bay
2025-08-11,1.5,Homa Bay
2025-08-12,4.7,Homa Bay
2025-08-13,0.0,Homa Bay
2025-08-14,0.3,Homa Bay
2025-08-15,1.1,Homa Bay
2025-08-16,22.5,Homa Bay
2025-08-17,3.2,Homa Bay
2025-08-18,12.8,Homa Bay
2025-08-19,9.1,Homa Bay
2025-08-20,0.1,Homa Bay
2025-08-21,2.6,Homa Bay
2025-08-22,0.0,Homa Bay
2025-08-23,1.6,Homa Bay
2025-08-24,0.4,Homa Bay
2025-08-25,2.2,Homa Bay
2025-08-26,0.2,Homa Bay
2025-08-27,1.5,Homa Bay
2025-08-28,2.1,Homa Bay
2025-08-29,0.0,Homa Bay
2025-08-30,0.0,Homa Bay
2025-08-31,18.8,Homa Bay
2025-09-01,0.3,Homa Bay
2025-09-02,0.0,Homa Bay
2025-09-03,0.8,Homa Bay
2025-09-04,1.4,Homa Bay
2025-09-05,0.0,Homa Bay
2025-09-06,1.3,Homa Bay
2025-09-07,5.5,Homa Bay
2025-09-08,0.7,Homa Bay
2025-09-09,1.2,Homa Bay
2025-09-10,4.2,Homa Bay
2025-09-11,9.6,Homa Bay
2025-09-12,1.1,Homa Bay
2025-09-13,2.1,Homa Bay
2025-09-14,1.2,Homa Bay
2025-09-15,3.9,Homa Bay
2025-09-16,1.7,Homa Bay
2025-09-17,3.3,Homa Bay
2025-09-18,0.0,Homa Bay
2025-09-19,0.1,Homa Bay
2025-09-20,0.0,Homa Bay
2025-09-21,0.0,Homa Bay
2025-09-22,0.0,Homa Bay
2025-09-23,0.1,Homa Bay
2025-09-24,0.1,Homa Bay
2025-09-25,7.5,Homa Bay
2025-09-26,3.1,Homa Bay
2025-09-27,0.2,Homa Bay
2025-09-28,0.9,Homa Bay
2025-09-29,0.0,Homa Bay
2025-09-30,0.0,Homa Bay
2025-10-01,0.1,Homa Bay
2025-10-02,1.5,Homa Bay
2025-10-03,7.5,Homa Bay
2025-10-04,2.8,Homa Bay
2025-10-05,4.5,Homa Bay
2025-10-06,10.5,Homa Bay
2025-10-07,9.2,Homa Bay
2025-10-08,0.5,Homa Bay
2025-10-09,8.0,Homa Bay
2025-10-10,0.1,Homa Bay
2025-10-11,0.0,Homa Bay
2025-10-12,3.5,Homa Bay
2025-10-13,0.5,Homa Bay
2025-10-14,0.0,Homa Bay
2025-10-15,0.7,Homa Bay
2025-10-16,3.6,Homa Bay
2025-10-17,8.2,Homa Bay
2025-10-18,2.7,Homa Bay
2025-10-19,0.0,Homa Bay
2025-10-20,0.0,Homa Bay
2025-10-21,6.8,Homa Bay
2025-10-22,5.1,Homa Bay
2025-10-23,6.7,Homa Bay
2025-10-24,3.4,Homa Bay
2025-10-25,5.1,Homa Bay
2025-10-26,3.9,Homa Bay
2025-10-27,1.3,Homa Bay
2025-10-28,4.2,Homa Bay
2025-10-29,4.1,Homa Bay
2025-10-30,37.7,Homa Bay
2025-10-31,18.5,Homa Bay
2025-11-01,8.5,Homa Bay
2025-11-02,4.1,Homa Bay
2025-11-03,1.0,Homa Bay
2025-11-04,0.0,Homa Bay
2025-11-05,0.3,Homa Bay
2025-11-06,2.5,Homa Bay
2025-11-07,0.5,Homa Bay
2025-11-08,1.0,Homa Bay
2025-11-09,3.1,Homa Bay
2025-11-10,0.6,Homa Bay
2025-11-11,0.0,Homa Bay
2025-11-12,0.6,Homa Bay
2025-11-13,0.0,Homa Bay
2025-11-14,6.2,Homa Bay
2025-11-15,2.6,Homa Bay
2025-11-16,3.4,Homa Bay
2025-11-17,1.0,Homa Bay
2025-11-18,0.0,Homa Bay
2025-11-19,0.0,Homa Bay
2025-11-20,0.0,Homa Bay
2025-11-21,0.9,Homa Bay
2025-11-22,0.0,Homa Bay
2025-11-23,0.0,Homa Bay
2025-11-24,0.1,Homa Bay
2025-11-25,0.6,Homa Bay
2025-11-26,0.0,Homa Bay
2025-11-27,0.0,Homa Bay
2025-11-28,0.0,Homa Bay
2025-11-29,0.0,Homa Bay
2025-11-30,0.0,Homa Bay
2025-12-01,0.1,Homa Bay
2025-12-02,0.0,Homa Bay
2025-12-03,0.0,Homa Bay
2025-12-04,0.0,Homa Bay
2025-12-05,0.3,Homa Bay
2025-12-06,0.2,Homa Bay
2025-12-07,0.0,Homa Bay
2025-12-08,0.0,Homa Bay
2025-12-09,0.0,Homa Bay
2025-12-10,1.7,Homa Bay
2025-12-11,0.3,Homa Bay
2025-12-12,11.9,Homa Bay
2025-12-13,16.3,Homa Bay
2025-12-14,7.5,Homa Bay
2025-12-15,0.5,Homa Bay
2025-12-16,1.3,Homa Bay
2025-12-17,8.4,Homa Bay
2025-12-18,8.9,Homa Bay
2025-12-19,23.8,Homa Bay
2025-12-20,7.5,Homa Bay
2025-12-21,4.5,Homa Bay
2025-12-22,0.0,Homa Bay
2025-12-23,1.2,Homa Bay
2025-12-24,0.0,Homa Bay
2025-12-25,2.6,Homa Bay
2025-12-26,0.2,Homa Bay
2025-12-27,0.3,Homa Bay
2025-12-28,22.3,Homa Bay
2025-12-29,1.5,Homa Bay
2025-12-30,24.3,Homa Bay
2025-12-31,2.4,Homa Bay
2022-01-01,10.2,Siaya
2022-01-02,0.2,Siaya
2022-01-03,9.7,Siaya
2022-01-04,0.8,Siaya
2022-01-05,0.3,Siaya
2022-01-06,0.2,Siaya
2022-01-07,0.0,Siaya
2022-01-08,0.0,Siaya
2022-01-09,0.3,Siaya
2022-01-10,0.0,Siaya
2022-01-11,0.0,Siaya
2022-01-12,0.0,Siaya
2022-01-13,0.0,Siaya
2022-01-14,0.1,Siaya
2022-01-15,9.7,Siaya
2022-01-16,4.6,Siaya
2022-01-17,35.4,Siaya
2022-01-18,1.3,Siaya
2022-01-19,2.4,Siaya
2022-01-20,0.0,Siaya
2022-01-21,0.5,Siaya
2022-01-22,0.1,Siaya
2022-01-23,1.3,Siaya
2022-01-24,0.1,Siaya
2022-01-25,0.0,Siaya
2022-01-26,0.0,Siaya
2022-01-27,0.3,Siaya
2022-01-28,0.0,Siaya
2022-01-29,0.4,Siaya
2022-01-30,0.7,Siaya
2022-01-31,0.6,Siaya
2022-02-01,5.7,Siaya
2022-02-02,6.6,Siaya
2022-02-03,0.5,Siaya
2022-02-04,1.2,Siaya
2022-02-05,12.0,Siaya
2022-02-06,0.8,Siaya
2022-02-07,1.7,Siaya
2022-02-08,0.1,Siaya
2022-02-09,4.7,Siaya
2022-02-10,0.9,Siaya
2022-02-11,1.7,Siaya
2022-02-12,7.3,Siaya
2022-02-13,0.3,Siaya
2022-02-14,1.3,Siaya
2022-02-15,2.6,Siaya
2022-02-16,0.9,Siaya
2022-02-17,1.9,Siaya
2022-02-18,0.8,Siaya
