county,date,reported_date,cholera_cases,malaria_cases,report_delay_days,rain_7day_lag,rain_14day_lag,rain_21day_lag,seasonal_factor,rainfall_mm,population,cholera_rate_per_100k,malaria_rate_per_100k,cholera_lag_3,malaria_lag_3,cholera_lag_5,malaria_lag_5,cholera_lag_7,malaria_lag_7,rain_7day_avg,cholera_7day_avg,cholera_baseline,cholera_baseline_std,outbreak_next_7days,week_of_year,month,year,cholera_missing,malaria_missing,is_rainy_season
Kisii,2023-05-12,2023-05-19,0.0,392.0,7,4.8,19.0,2.9,1.5,0.3,1350000,0.0,29.037037037037035,0.0,462.0,,,,,1.4571428571428584,0.25,0.5,0.5345224838248485,0,19,5,2023,0,0,1
Kisii,2023-05-13,2023-05-18,0.0,556.0,5,0.9,25.9,17.2,1.5,0.1,1350000,0.0,41.18518518518518,0.0,426.0,1.0,660.0,,391.0,1.3428571428571439,0.2,0.4444444444444444,0.5270462766947296,0,19,5,2023,0,0,1
Kisii,2023-05-14,2023-05-18,,545.0,4,0.6,16.5,17.9,1.5,0.4,1350000,,40.37037037037037,,,0.0,462.0,,,1.3142857142857154,0.2,0.375,0.5175491695067654,0,19,5,2023,1,0,1
Kisii,2023-05-15,2023-05-19,0.0,483.0,4,0.9,4.7,9.7,1.5,2.2,1350000,0.0,35.77777777777778,0.0,392.0,0.0,426.0,1.0,660.0,1.500000000000001,0.0,0.375,0.5175491695067654,0,20,5,2023,0,0,1
Kisii,2023-05-16,2023-05-20,0.0,609.0,4,1.5,4.2,22.7,1.5,1.3,1350000,0.0,45.111111111111114,0.0,556.0,,,0.0,462.0,1.4714285714285726,0.0,0.25,0.46291004988627554,0,20,5,2023,0,0,1
Kisii,2023-05-17,2023-05-21,0.0,580.0,4,0.6,21.1,18.8,1.5,6.3,1350000,0.0,42.96296296296296,,545.0,0.0,392.0,0.0,426.0,2.285714285714287,0.0,0.2222222222222222,0.44095855184409827,0,20,5,2023,0,0,1
Kisii,2023-05-18,2023-05-22,0.0,533.0,4,5.4,3.7,15.8,1.5,4.2,1350000,0.0,39.48148148148148,0.0,483.0,0.0,556.0,,,2.114285714285715,0.0,0.1111111111111111,0.33333333333333315,0,20,5,2023,0,0,1
Kisii,2023-05-19,2023-05-25,0.0,564.0,6,0.3,4.8,19.0,1.5,0.1,1350000,0.0,41.77777777777778,0.0,609.0,,545.0,0.0,392.0,2.0857142857142867,0.0,0.1,0.3162277660168378,0,20,5,2023,0,0,1
Kisii,2023-05-20,2023-05-27,0.0,,7,0.1,0.9,25.9,1.5,0.1,1350000,0.0,,0.0,580.0,0.0,483.0,0.0,556.0,2.0857142857142867,0.0,0.09090909090909091,0.30151134457776346,0,20,5,2023,0,1,1
Kisii,2023-05-21,2023-05-27,0.0,568.0,6,0.4,0.6,16.5,1.5,0.3,1350000,0.0,42.074074074074076,0.0,533.0,0.0,609.0,,545.0,2.0714285714285725,0.0,0.08333333333333333,0.28867513459481275,0,20,5,2023,0,0,1
Kisii,2023-05-22,2023-05-25,,466.0,3,2.2,0.9,4.7,1.5,0.4,1350000,,34.51851851851852,0.0,564.0,0.0,580.0,0.0,483.0,1.8142857142857152,0.0,0.0,0.0,0,21,5,2023,1,0,1
Kisii,2023-05-23,2023-05-28,0.0,,5,1.3,1.5,4.2,1.5,2.0,1350000,0.0,,0.0,,0.0,533.0,0.0,609.0,1.914285714285715,0.0,0.0,0.0,0,21,5,2023,0,1,1
Kisii,2023-05-24,2023-05-30,,,6,6.3,0.6,21.1,1.5,1.0,1350000,,,0.0,568.0,0.0,564.0,0.0,580.0,1.1571428571428581,0.0,0.0,0.0,0,21,5,2023,1,1,1
Kisii,2023-05-25,2023-05-28,0.0,403.0,3,4.2,5.4,3.7,1.5,0.0,1350000,0.0,29.851851851851855,,466.0,0.0,,0.0,533.0,0.5571428571428582,0.0,0.0,0.0,0,21,5,2023,0,0,1
Kisii,2023-05-26,2023-06-01,1.0,410.0,6,0.1,0.3,4.8,1.5,0.5,1350000,0.07407407407407407,30.37037037037037,0.0,,0.0,568.0,0.0,564.0,0.6142857142857153,0.2,0.09090909090909091,0.30151134457776346,1,21,5,2023,0,0,1
Kisii,2023-05-27,2023-06-01,0.0,421.0,5,0.1,0.1,0.9,1.5,0.2,1350000,0.0,31.185185185185183,,,,466.0,0.0,,0.6285714285714297,0.2,0.09090909090909091,0.30151134457776346,0,21,5,2023,0,0,1
Kisii,2023-05-28,2023-06-03,,,6,0.3,0.4,0.6,1.5,0.0,1350000,,,0.0,403.0,0.0,,0.0,568.0,0.5857142857142866,0.25,0.09090909090909091,0.30151134457776346,0,21,5,2023,1,1,1
Kisii,2023-05-29,2023-06-01,,414.0,3,0.4,2.2,0.9,1.5,0.0,1350000,,30.666666666666668,1.0,410.0,,,,466.0,0.5285714285714296,0.25,0.1,0.3162277660168378,0,22,5,2023,1,0,1
Kisii,2023-05-30,2023-06-06,,,7,2.0,1.3,1.5,1.5,4.9,1350000,,,0.0,421.0,0.0,403.0,0.0,,0.942857142857144,0.3333333333333333,0.1111111111111111,0.33333333333333315,0,22,5,2023,1,1,1
Kisii,2023-05-31,2023-06-05,0.0,423.0,5,1.0,6.3,0.6,1.5,7.4,1350000,0.0,31.333333333333332,,,1.0,410.0,,,1.857142857142858,0.25,0.1111111111111111,0.33333333333333315,0,22,5,2023,0,0,1
Kisii,2023-06-01,2023-06-06,0.0,,5,0.0,4.2,5.4,1.5,0.2,1350000,0.0,,,414.0,0.0,421.0,0.0,403.0,1.8857142857142868,0.25,0.1111111111111111,0.33333333333333315,0,22,6,2023,0,1,1
Kisii,2023-06-02,2023-06-09,0.0,398.0,7,0.5,0.1,0.3,1.5,0.0,1350000,0.0,29.48148148148148,,,,,1.0,410.0,1.8142857142857154,0.0,0.1111111111111111,0.33333333333333315,0,22,6,2023,0,0,1
Kisii,2023-06-03,2023-06-07,0.0,,4,0.2,0.1,0.1,1.5,0.2,1350000,0.0,,0.0,423.0,,414.0,0.0,421.0,1.8142857142857154,0.0,0.1111111111111111,0.33333333333333315,0,22,6,2023,0,1,1
Kisii,2023-06-04,2023-06-09,0.0,395.0,5,0.0,0.3,0.4,1.5,0.0,1350000,0.0,29.25925925925926,0.0,,,,,,1.8142857142857154,0.0,0.1111111111111111,0.33333333333333315,0,22,6,2023,0,0,1
Kisii,2023-06-05,2023-06-11,0.0,431.0,6,0.0,0.4,2.2,1.5,0.3,1350000,0.0,31.925925925925927,0.0,398.0,0.0,423.0,,414.0,1.8571428571428583,0.0,0.1,0.3162277660168378,0,23,6,2023,0,0,1
Kisii,2023-06-06,2023-06-10,0.0,375.0,4,4.9,2.0,1.3,1.5,0.2,1350000,0.0,27.77777777777778,0.0,,0.0,,,,1.1857142857142868,0.0,0.1,0.3162277660168378,0,23,6,2023,0,0,1
Kisii,2023-06-07,2023-06-10,0.0,,3,7.4,1.0,6.3,1.5,0.7,1350000,0.0,,0.0,395.0,0.0,398.0,0.0,423.0,0.2285714285714296,0.0,0.09090909090909091,0.30151134457776346,0,23,6,2023,0,1,1
Kisii,2023-06-08,2023-06-13,0.0,443.0,5,0.2,0.0,4.2,1.5,0.1,1350000,0.0,32.81481481481482,0.0,431.0,0.0,,0.0,,0.2142857142857153,0.0,0.09090909090909091,0.30151134457776346,0,23,6,2023,0,0,1
Kisii,2023-06-09,2023-06-12,0.0,376.0,3,0.0,0.5,0.1,1.5,0.2,1350000,0.0,27.851851851851848,0.0,375.0,0.0,395.0,0.0,398.0,0.24285714285714385,0.0,0.0,0.0,0,23,6,2023,0,0,1
Kisii,2023-06-10,2023-06-17,0.0,417.0,7,0.2,0.2,0.1,1.5,4.2,1350000,0.0,30.888888888888886,0.0,,0.0,431.0,0.0,,0.8142857142857153,0.0,0.0,0.0,0,23,6,2023,0,0,1
Kisii,2023-06-11,2023-06-17,0.0,414.0,6,0.0,0.0,0.3,1.5,0.7,1350000,0.0,30.666666666666668,0.0,443.0,0.0,375.0,0.0,395.0,0.9142857142857154,0.0,0.0,0.0,0,23,6,2023,0,0,1
Kisii,2023-06-12,2023-06-19,0.0,393.0,7,0.3,0.0,0.4,1.5,2.7,1350000,0.0,29.111111111111114,0.0,376.0,0.0,,0.0,431.0,1.2571428571428582,0.0,0.0,0.0,0,24,6,2023,0,0,1
Kisii,2023-06-13,2023-06-16,0.0,422.0,3,0.2,4.9,2.0,1.5,4.9,1350000,0.0,31.25925925925926,0.0,417.0,0.0,443.0,0.0,375.0,1.9285714285714295,0.0,0.0,0.0,0,24,6,2023,0,0,1
Kisii,2023-06-14,2023-06-18,,368.0,4,0.7,7.4,1.0,1.5,8.1,1350000,,27.25925925925926,0.0,414.0,0.0,376.0,0.0,,2.9857142857142867,0.0,0.0,0.0,0,24,6,2023,1,0,1
Kisii,2023-06-15,2023-06-22,0.0,,7,0.1,0.2,0.0,1.5,1.2,1350000,0.0,,0.0,393.0,0.0,417.0,0.0,443.0,3.1428571428571437,0.0,0.0,0.0,0,24,6,2023,0,1,1
Kisii,2023-06-16,2023-06-21,,,5,0.2,0.0,0.5,1.5,1.9,1350000,,,0.0,422.0,0.0,414.0,0.0,376.0,3.3857142857142866,0.0,0.0,0.0,0,24,6,2023,1,1,1
Kisii,2023-06-17,2023-06-23,,387.0,6,4.2,0.2,0.2,1.5,0.7,1350000,,28.666666666666668,,368.0,0.0,393.0,0.0,417.0,2.8857142857142866,0.0,0.0,0.0,0,24,6,2023,1,0,1
Kisii,2023-06-18,2023-06-22,0.0,382.0,4,0.7,0.0,0.0,1.5,0.8,1350000,0.0,28.296296296296294,0.0,,0.0,422.0,0.0,414.0,2.9000000000000012,0.0,0.0,0.0,0,24,6,2023,0,0,1
Kisii,2023-06-19,2023-06-25,,,6,2.7,0.3,0.0,1.5,1.3,1350000,,,,,,368.0,0.0,393.0,2.7000000000000015,0.0,0.0,0.0,0,25,6,2023,1,1,1
Kisii,2023-06-20,2023-06-26,0.0,423.0,6,4.9,0.2,4.9,1.5,0.2,1350000,0.0,31.333333333333332,,387.0,0.0,,0.0,422.0,2.0285714285714294,0.0,0.0,0.0,0,25,6,2023,0,0,1
Kisii,2023-06-21,2023-06-28,0.0,487.0,7,8.1,0.7,7.4,1.5,4.0,1350000,0.0,36.074074074074076,0.0,382.0,,,,368.0,1.4428571428571437,0.0,0.0,0.0,0,25,6,2023,0,0,1
Kisii,2023-06-22,2023-06-26,1.0,,4,1.2,0.1,0.2,1.5,2.6,1350000,0.07407407407407407,,,,,387.0,0.0,,1.642857142857144,0.25,0.1,0.3162277660168378,1,25,6,2023,0,1,1
Kisii,2023-06-23,2023-06-27,0.0,,4,1.9,0.2,0.0,1.5,0.1,1350000,0.0,,0.0,423.0,0.0,382.0,,,1.3857142857142866,0.2,0.1,0.3162277660168378,0,25,6,2023,0,1,1
Kisii,2023-06-24,2023-06-28,,,4,0.7,4.2,0.2,1.5,1.0,1350000,,,0.0,487.0,,,,387.0,1.4285714285714295,0.2,0.1111111111111111,0.33333333333333315,0,25,6,2023,1,1,1
Kisii,2023-06-25,2023-06-30,0.0,,5,0.8,0.7,0.0,1.5,2.3,1350000,0.0,,1.0,,0.0,423.0,0.0,382.0,1.642857142857144,0.2,0.1111111111111111,0.33333333333333315,0,25,6,2023,0,1,1
Kisii,2023-06-26,2023-06-30,0.0,,4,1.3,2.7,0.3,1.5,3.8,1350000,0.0,,0.0,,0.0,487.0,,,2.000000000000001,0.16666666666666666,0.1111111111111111,0.33333333333333315,0,26,6,2023,0,1,1
Kisii,2023-06-27,2023-07-02,,388.0,5,0.2,4.9,0.2,1.5,2.6,1350000,,28.74074074074074,,,1.0,,0.0,423.0,2.342857142857144,0.2,0.125,0.35355339059327356,0,26,6,2023,1,0,1
Kisii,2023-06-28,2023-07-04,,389.0,6,4.0,8.1,0.7,1.5,1.0,1350000,,28.814814814814817,0.0,,0.0,,0.0,487.0,1.9142857142857153,0.25,0.125,0.35355339059327356,0,26,6,2023,1,0,1
Kisii,2023-06-29,2023-07-02,0.0,,3,2.6,1.2,0.1,1.5,1.7,1350000,0.0,,0.0,,,,1.0,,1.7857142857142867,0.0,0.125,0.35355339059327356,0,26,6,2023,0,1,1
Kisii,2023-06-30,2023-07-07,0.0,,7,0.1,1.9,0.2,1.5,2.0,1350000,0.0,,,388.0,0.0,,0.0,,2.0571428571428583,0.0,0.1111111111111111,0.33333333333333315,0,26,6,2023,0,1,1
Kisii,2023-07-01,2023-07-06,0.0,,5,1.0,0.7,4.2,0.8,0.2,1350000,0.0,,,389.0,0.0,,,,1.9428571428571435,0.0,0.1,0.3162277660168378,0,26,7,2023,0,1,0
Kisii,2023-07-02,2023-07-09,,203.0,7,2.3,0.8,0.7,0.8,1.5,1350000,,15.037037037037036,0.0,,,388.0,0.0,,1.8285714285714294,0.0,0.1111111111111111,0.33333333333333315,0,26,7,2023,1,0,0
Kisii,2023-07-03,2023-07-08,0.0,218.0,5,3.8,1.3,2.7,0.8,1.0,1350000,0.0,16.148148148148145,0.0,,,389.0,0.0,,1.4285714285714295,0.0,0.1,0.3162277660168378,0,27,7,2023,0,0,0
Kisii,2023-07-04,2023-07-07,0.0,244.0,3,2.6,0.2,4.9,0.8,0.4,1350000,0.0,18.074074074074076,0.0,,0.0,,,388.0,1.1142857142857152,0.0,0.1,0.3162277660168378,0,27,7,2023,0,0,0
Kisii,2023-07-05,2023-07-08,0.0,269.0,3,1.0,4.0,8.1,0.8,1.2,1350000,0.0,19.925925925925927,,203.0,0.0,,,389.0,1.142857142857144,0.0,0.1,0.3162277660168378,0,27,7,2023,0,0,0
Kisii,2023-07-06,2023-07-10,0.0,230.0,4,1.7,2.6,1.2,0.8,5.7,1350000,0.0,17.037037037037038,0.0,218.0,0.0,,0.0,,1.7142857142857153,0.0,0.0,0.0,0,27,7,2023,0,0,0
Kisii,2023-07-07,2023-07-10,0.0,207.0,3,2.0,0.1,1.9,0.8,3.3,1350000,0.0,15.333333333333334,0.0,244.0,,203.0,0.0,,1.900000000000001,0.0,0.0,0.0,0,27,7,2023,0,0,0
Kisii,2023-07-08,2023-07-11,0.0,228.0,3,0.2,1.0,0.7,0.8,0.2,1350000,0.0,16.88888888888889,0.0,269.0,0.0,218.0,0.0,,1.900000000000001,0.0,0.0,0.0,0,27,7,2023,0,0,0
Kisii,2023-07-09,2023-07-16,0.0,,7,1.5,2.3,0.8,0.8,0.6,1350000,0.0,,0.0,230.0,0.0,244.0,,203.0,1.7714285714285725,0.0,0.0,0.0,0,27,7,2023,0,1,0
Kisii,2023-07-10,2023-07-13,0.0,248.0,3,1.0,3.8,1.3,0.8,0.2,1350000,0.0,18.37037037037037,0.0,207.0,0.0,269.0,0.0,218.0,1.6571428571428584,0.0,0.0,0.0,0,28,7,2023,0,0,0
Kisii,2023-07-11,2023-07-17,0.0,,6,0.4,2.6,0.2,0.8,0.0,1350000,0.0,,0.0,228.0,0.0,230.0,0.0,244.0,1.6000000000000012,0.0,0.0,0.0,0,28,7,2023,0,1,0
Kisii,2023-07-12,2023-07-16,0.0,,4,1.2,1.0,4.0,0.8,0.3,1350000,0.0,,0.0,,0.0,207.0,0.0,269.0,1.4714285714285722,0.0,0.0,0.0,0,28,7,2023,0,1,0
Kisii,2023-07-13,2023-07-17,0.0,207.0,4,5.7,1.7,2.6,0.8,0.8,1350000,0.0,15.333333333333334,0.0,248.0,0.0,228.0,0.0,230.0,0.7714285714285725,0.0,0.0,0.0,0,28,7,2023,0,0,0
Kisii,2023-07-14,2023-07-17,0.0,233.0,3,3.3,2.0,0.1,0.8,0.3,1350000,0.0,17.25925925925926,0.0,,0.0,,0.0,207.0,0.34285714285714386,0.0,0.0,0.0,0,28,7,2023,0,0,0
Kisii,2023-07-15,2023-07-20,0.0,213.0,5,0.2,0.2,1.0,0.8,0.1,1350000,0.0,15.777777777777779,0.0,,0.0,248.0,0.0,228.0,0.32857142857142957,0.0,0.0,0.0,0,28,7,2023,0,0,0
Kisii,2023-07-16,2023-07-19,0.0,243.0,3,0.6,1.5,2.3,0.8,0.1,1350000,0.0,18.0,0.0,207.0,0.0,,0.0,,0.25714285714285817,0.0,0.0,0.0,0,28,7,2023,0,0,0
Kisii,2023-07-17,2023-07-23,0.0,233.0,6,0.2,1.0,3.8,0.8,0.0,1350000,0.0,17.25925925925926,0.0,233.0,0.0,,0.0,248.0,0.2285714285714296,0.0,0.0,0.0,0,29,7,2023,0,0,0
Kisii,2023-07-18,2023-07-23,0.0,203.0,5,0.0,0.4,2.6,0.8,0.0,1350000,0.0,15.037037037037036,0.0,213.0,0.0,207.0,0.0,,0.2285714285714296,0.0,0.0,0.0,0,29,7,2023,0,0,0
Kisii,2023-07-19,2023-07-22,1.0,,3,0.3,1.2,1.0,0.8,0.7,1350000,0.07407407407407407,,0.0,243.0,0.0,233.0,0.0,,0.28571428571428675,0.14285714285714285,0.07142857142857142,0.2672612419124243,1,29,7,2023,0,1,0
Kisii,2023-07-20,2023-07-24,0.0,223.0,4,0.8,5.7,1.7,0.8,0.2,1350000,0.0,16.51851851851852,0.0,233.0,0.0,213.0,0.0,207.0,0.200000000000001,0.14285714285714285,0.07142857142857142,0.2672612419124243,0,29,7,2023,0,0,0
Kisii,2023-07-21,2023-07-25,1.0,210.0,4,0.3,3.3,2.0,0.8,0.0,1350000,0.07407407407407407,15.555555555555557,0.0,203.0,0.0,243.0,0.0,233.0,0.15714285714285814,0.2857142857142857,0.14285714285714285,0.36313651960128135,1,29,7,2023,0,0,0
Kisii,2023-07-22,2023-07-25,0.0,214.0,3,0.1,0.2,0.2,0.8,0.0,1350000,0.0,15.851851851851853,1.0,,0.0,233.0,0.0,213.0,0.14285714285714388,0.2857142857142857,0.14285714285714285,0.36313651960128135,0,29,7,2023,0,0,0
Kisii,2023-07-23,2023-07-29,,207.0,6,0.1,0.6,1.5,0.8,0.3,1350000,,15.333333333333334,0.0,223.0,0.0,203.0,0.0,243.0,0.17142857142857243,0.3333333333333333,0.15384615384615385,0.3755338080994053,0,29,7,2023,1,0,0
Kisii,2023-07-24,2023-07-29,0.0,,5,0.0,0.2,1.0,0.8,0.8,1350000,0.0,,1.0,210.0,1.0,,0.0,233.0,0.28571428571428675,0.3333333333333333,0.15384615384615385,0.3755338080994053,0,30,7,2023,0,1,0
Kisii,2023-07-25,2023-07-30,,223.0,5,0.0,0.0,0.4,0.8,0.5,1350000,,16.51851851851852,0.0,214.0,0.0,223.0,0.0,203.0,0.35714285714285815,0.4,0.16666666666666666,0.3892494720807613,0,30,7,2023,1,0,0
Kisii,2023-07-26,2023-08-01,0.0,,6,0.7,0.3,1.2,0.8,0.2,1350000,0.0,,,207.0,1.0,210.0,1.0,,0.28571428571428675,0.2,0.16666666666666666,0.3892494720807613,0,30,7,2023,0,1,0
Kisii,2023-07-27,2023-07-30,,229.0,3,0.2,0.8,5.7,0.8,1.5,1350000,,16.962962962962962,0.0,,0.0,214.0,0.0,223.0,0.4714285714285724,0.25,0.18181818181818182,0.40451991747794513,0,30,7,2023,1,0,0
Kisii,2023-07-28,2023-08-02,,263.0,5,0.0,0.3,3.3,0.8,2.4,1350000,,19.48148148148148,,223.0,,207.0,1.0,210.0,0.8142857142857153,0.0,0.2,0.42163702135578374,0,30,7,2023,1,0,0
Kisii,2023-07-29,2023-08-04,0.0,237.0,6,0.0,0.1,0.2,0.8,0.1,1350000,0.0,17.555555555555557,0.0,,0.0,,0.0,214.0,0.8285714285714295,0.0,0.2,0.42163702135578374,0,30,7,2023,0,0,0
Kisii,2023-07-30,2023-08-05,0.0,194.0,6,0.3,0.1,0.6,0.8,1.2,1350000,0.0,14.37037037037037,,229.0,,223.0,,207.0,0.9571428571428582,0.0,0.2,0.42163702135578374,0,30,7,2023,0,0,0
Kisii,2023-07-31,2023-08-04,0.0,,4,0.8,0.0,0.2,0.8,0.4,1350000,0.0,,,263.0,0.0,,0.0,,0.9000000000000011,0.0,0.2,0.42163702135578374,0,31,7,2023,0,1,0
Kisii,2023-08-01,2023-08-08,0.0,225.0,7,0.5,0.0,0.0,0.8,14.2,1350000,0.0,16.666666666666668,0.0,237.0,,229.0,,223.0,2.857142857142858,0.0,0.2,0.42163702135578374,0,31,8,2023,0,0,0
Kisii,2023-08-02,2023-08-08,1.0,230.0,6,0.2,0.7,0.3,0.8,1.6,1350000,0.07407407407407407,17.037037037037038,0.0,194.0,,263.0,0.0,,3.0571428571428583,0.2,0.2,0.42163702135578374,0,31,8,2023,0,0,0
Kisii,2023-08-03,2023-08-06,0.0,222.0,3,1.5,0.2,0.8,0.8,1.4,1350000,0.0,16.444444444444443,0.0,,0.0,237.0,,229.0,3.042857142857144,0.16666666666666666,0.2,0.42163702135578374,0,31,8,2023,0,0,0
Kisii,2023-08-04,2023-08-11,,237.0,7,2.4,0.0,0.3,0.8,0.6,1350000,,17.555555555555557,0.0,225.0,0.0,194.0,,263.0,2.785714285714287,0.16666666666666666,0.1111111111111111,0.33333333333333315,0,31,8,2023,1,0,0
Kisii,2023-08-05,2023-08-10,0.0,,5,0.1,0.0,0.1,0.8,0.0,1350000,0.0,,1.0,230.0,0.0,,0.0,237.0,2.7714285714285727,0.16666666666666666,0.1111111111111111,0.33333333333333315,0,31,8,2023,0,1,0
Kisii,2023-08-06,2023-08-11,0.0,210.0,5,1.2,0.3,0.1,0.8,0.2,1350000,0.0,15.555555555555557,0.0,222.0,0.0,225.0,0.0,194.0,2.6285714285714294,0.16666666666666666,0.1,0.3162277660168378,0,31,8,2023,0,0,0
Kisii,2023-08-07,2023-08-14,0.0,228.0,7,0.4,0.8,0.0,0.8,0.6,1350000,0.0,16.88888888888889,,237.0,1.0,230.0,0.0,,2.657142857142858,0.16666666666666666,0.1,0.3162277660168378,0,32,8,2023,0,0,0
Kisii,2023-08-08,2023-08-12,,188.0,4,14.2,0.5,0.0,0.8,0.6,1350000,,13.925925925925924,0.0,,0.0,222.0,0.0,225.0,0.7142857142857153,0.2,0.1,0.3162277660168378,0,32,8,2023,1,0,0
Kisii,2023-08-09,2023-08-14,,210.0,5,1.6,0.2,0.7,0.8,0.0,1350000,,15.555555555555557,0.0,210.0,,237.0,1.0,230.0,0.4857142857142867,0.0,0.1111111111111111,0.33333333333333315,0,32,8,2023,1,0,0
Kisii,2023-08-10,2023-08-15,0.0,208.0,5,1.4,1.5,0.2,0.8,2.7,1350000,0.0,15.407407407407408,0.0,228.0,0.0,,0.0,222.0,0.6714285714285725,0.0,0.1,0.3162277660168378,0,32,8,2023,0,0,0
Kisii,2023-08-11,2023-08-14,0.0,198.0,3,0.6,2.4,0.0,0.8,1.2,1350000,0.0,14.666666666666666,,188.0,0.0,210.0,,237.0,0.7571428571428582,0.0,0.09090909090909091,0.30151134457776346,0,32,8,2023,0,0,0
Kisii,2023-08-12,2023-08-15,0.0,,3,0.0,0.1,0.0,0.8,0.3,1350000,0.0,,,210.0,0.0,228.0,0.0,,0.800000000000001,0.0,0.09090909090909091,0.30151134457776346,0,32,8,2023,0,1,0
Kisii,2023-08-13,2023-08-18,1.0,190.0,5,0.2,1.2,0.3,0.8,1.0,1350000,0.07407407407407407,14.074074074074073,0.0,208.0,,188.0,0.0,210.0,0.9142857142857154,0.2,0.18181818181818182,0.40451991747794513,1,32,8,2023,0,0,0
Kisii,2023-08-14,2023-08-20,0.0,220.0,6,0.6,0.4,0.8,0.8,0.2,1350000,0.0,16.296296296296294,0.0,198.0,,210.0,0.0,228.0,0.8571428571428583,0.2,0.18181818181818182,0.40451991747794513,0,33,8,2023,0,0,0
Kisii,2023-08-15,2023-08-21,0.0,211.0,6,0.6,14.2,0.5,0.8,0.0,1350000,0.0,15.62962962962963,0.0,,0.0,208.0,,188.0,0.7714285714285725,0.16666666666666666,0.18181818181818182,0.40451991747794513,0,33,8,2023,0,0,0
Kisii,2023-08-16,2023-08-19,0.0,239.0,3,0.0,1.6,0.2,0.8,0.2,1350000,0.0,17.703703703703706,1.0,190.0,0.0,198.0,,210.0,0.800000000000001,0.14285714285714285,0.09090909090909091,0.30151134457776346,0,33,8,2023,0,0,0
Kisii,2023-08-17,2023-08-24,0.0,,7,2.7,1.4,1.5,0.8,0.6,1350000,0.0,,0.0,220.0,0.0,,0.0,208.0,0.500000000000001,0.14285714285714285,0.09090909090909091,0.30151134457776346,0,33,8,2023,0,1,0
Kisii,2023-08-18,2023-08-23,,224.0,5,1.2,0.6,2.4,0.8,0.1,1350000,,16.59259259259259,0.0,211.0,1.0,190.0,0.0,198.0,0.34285714285714386,0.16666666666666666,0.09090909090909091,0.30151134457776346,0,33,8,2023,1,0,0
Kisii,2023-08-19,2023-08-25,,175.0,6,0.3,0.0,0.1,0.8,0.0,1350000,,12.962962962962964,0.0,239.0,0.0,220.0,0.0,,0.30000000000000104,0.2,0.1,0.3162277660168378,0,33,8,2023,1,0,0
Kisii,2023-08-20,2023-08-23,0.0,,3,1.0,0.2,1.2,0.8,0.0,1350000,0.0,,0.0,,0.0,211.0,1.0,190.0,0.15714285714285817,0.0,0.1,0.3162277660168378,0,33,8,2023,0,1,0
Kisii,2023-08-21,2023-08-25,0.0,200.0,4,0.2,0.6,0.4,0.8,0.0,1350000,0.0,14.814814814814815,,224.0,0.0,239.0,0.0,220.0,0.12857142857142959,0.0,0.1,0.3162277660168378,0,34,8,2023,0,0,0
Kisii,2023-08-22,2023-08-26,,269.0,4,0.0,0.6,14.2,0.8,0.0,1350000,,19.925925925925927,,175.0,0.0,,0.0,211.0,0.12857142857142959,0.0,0.1,0.3162277660168378,0,34,8,2023,1,0,0
Kisii,2023-08-23,2023-08-28,0.0,206.0,5,0.2,0.0,1.6,0.8,0.0,1350000,0.0,15.25925925925926,0.0,,,224.0,0.0,239.0,0.100000000000001,0.0,0.09090909090909091,0.30151134457776346,0,34,8,2023,0,0,0
Kisii,2023-08-24,2023-08-31,,,7,0.6,2.7,1.4,0.8,0.0,1350000,,,0.0,200.0,,175.0,0.0,,0.014285714285715302,0.0,0.1,0.3162277660168378,0,34,8,2023,1,1,0
Kisii,2023-08-25,2023-08-30,0.0,,5,0.1,1.2,0.6,0.8,0.0,1350000,0.0,,,269.0,0.0,,,224.0,0.0,0.0,0.1,0.3162277660168378,0,34,8,2023,0,1,0
Kisii,2023-08-26,2023-09-01,0.0,202.0,6,0.0,0.3,0.0,0.8,0.0,1350000,0.0,14.962962962962964,0.0,206.0,0.0,200.0,,175.0,0.0,0.0,0.1,0.3162277660168378,0,34,8,2023,0,0,0
Kisii,2023-08-27,2023-08-30,0.0,226.0,3,0.0,1.0,0.2,0.8,0.0,1350000,0.0,16.74074074074074,,,,269.0,0.0,,0.0,0.0,0.0,0.0,0,34,8,2023,0,0,0
Kisii,2023-08-28,2023-09-03,0.0,202.0,6,0.0,0.2,0.6,0.8,1.1,1350000,0.0,14.962962962962964,0.0,,0.0,206.0,0.0,200.0,0.15714285714285817,0.0,0.0,0.0,0,35,8,2023,0,0,0
Kisii,2023-08-29,2023-09-05,0.0,,7,0.0,0.0,0.6,0.8,1.4,1350000,0.0,,0.0,202.0,,,,269.0,0.35714285714285815,0.0,0.0,0.0,0,35,8,2023,0,1,0
Kisii,2023-08-30,2023-09-06,0.0,,7,0.0,0.2,0.0,0.8,1.1,1350000,0.0,,0.0,226.0,0.0,,0.0,206.0,0.5142857142857153,0.0,0.0,0.0,0,35,8,2023,0,1,0
Kisii,2023-08-31,2023-09-07,1.0,,7,0.0,0.6,2.7,0.8,9.1,1350000,0.07407407407407407,,0.0,202.0,0.0,202.0,,,1.8142857142857152,0.14285714285714285,0.1,0.3162277660168378,1,35,8,2023,0,1,0
Kisii,2023-09-01,2023-09-05,,220.0,4,0.0,0.1,1.2,0.8,0.5,1350000,,16.296296296296294,0.0,,0.0,226.0,0.0,,1.8857142857142866,0.16666666666666666,0.1,0.3162277660168378,0,35,9,2023,1,0,0
